Pred Year;Pred brent 2014;Pred FO 1% 2014;Pred FO 3.5% 2014;TD 2014;Actual 2014;MD 2014
2008;75;-13.96;-21.85;-4.3;-6;-4.98
2009;71;-13.27;-18.76;-4.29;-6;-4.24
2010;82.5;-8.44;-14.03;-2.76;-6;-3.38
2011;100;1.37;-4.22;-1.81;-6;-2.25
2012;100;-6.84;-11.13;-0.65;-6;-4.38
2013;100;-7.03;-12.15;-1.82;-6;-3.84
